"partic","stage","block","trial","stim","resp","rt","fruit1","fruit2","outcome","date"
40,3,1,8,"C","2",0.953,"mango","","","2017_Oct_03_1111"
40,3,1,9,"F","2",0.703,"cherry","","","2017_Oct_03_1111"
40,3,1,10,"D","10",1.303,"banana","","","2017_Oct_03_1111"
40,3,1,11,"XF","7",3.203,"strawberry","cherry","","2017_Oct_03_1111"
40,3,1,12,"X","9",1.753,"strawberry","","","2017_Oct_03_1111"
40,3,2,13,"B","7",2.52,"pear","","","2017_Oct_03_1111"
40,3,2,14,"D","10",0.986,"banana","","","2017_Oct_03_1111"
40,3,2,15,"X","8",0.92,"strawberry","","","2017_Oct_03_1111"
40,3,2,16,"A","9",1.12,"kiwi","","","2017_Oct_03_1111"
40,3,2,17,"Y","2",1.37,"plum","","","2017_Oct_03_1111"
40,3,2,18,"XF","7",4.47,"strawberry","cherry","","2017_Oct_03_1111"
40,3,2,19,"C","1",1.736,"mango","","","2017_Oct_03_1111"
40,3,2,20,"Z","3",4.203,"apple","","","2017_Oct_03_1111"
40,3,2,21,"E","8",3.153,"orange","","","2017_Oct_03_1111"
40,3,2,22,"F","2",1.486,"cherry","","","2017_Oct_03_1111"
40,3,2,23,"W","5",2.653,"peach","","","2017_Oct_03_1111"
40,3,2,24,"WC","5",1.836,"peach","mango","","2017_Oct_03_1111"
