"partic","stage","block","trial","stim","resp","rt","fruitL","fruitR","outcome","date"
14,2,2,20,"Y","2",1.02,"","banana","","2016_Nov_17_1227"
14,2,3,21,"A","10",1.429,"pear","","","2016_Nov_17_1227"
14,2,3,22,"B","10",1.911,"","apple","","2016_Nov_17_1227"
14,2,3,23,"A","10",1.599,"","pear","","2016_Nov_17_1227"
14,2,3,24,"X","0",0.943,"","orange","","2016_Nov_17_1227"
14,2,3,25,"B","10",0.693,"apple","","","2016_Nov_17_1227"
14,2,3,26,"C","0",1.239,"strawberry","","","2016_Nov_17_1227"
14,2,3,27,"C","0",0.864,"","strawberry","","2016_Nov_17_1227"
14,2,3,28,"Y","0",0.427,"","banana","","2016_Nov_17_1227"
14,2,3,29,"X","0",0.507,"orange","","","2016_Nov_17_1227"
14,2,3,30,"Y","0",0.489,"banana","","","2016_Nov_17_1227"
14,2,4,31,"C","0",0.552,"strawberry","","","2016_Nov_17_1227"
14,2,4,32,"Y","0",0.489,"","banana","","2016_Nov_17_1227"
14,2,4,33,"C","0",0.442,"","strawberry","","2016_Nov_17_1227"
14,2,4,34,"B","10",0.88,"","apple","","2016_Nov_17_1227"
14,2,4,35,"B","10",0.614,"apple","","","2016_Nov_17_1227"
14,2,4,36,"Y","0",1.224,"banana","","","2016_Nov_17_1227"
14,2,4,37,"X","0",0.632,"orange","","","2016_Nov_17_1227"
14,2,4,38,"A","10",1.318,"","pear","","2016_Nov_17_1227"
14,2,4,39,"A","10",0.663,"pear","","","2016_Nov_17_1227"
14,2,4,40,"X","0",1.071,"","orange","","2016_Nov_17_1227"
14,2,5,41,"Y","0",1.161,"banana","","","2016_Nov_17_1227"
14,2,5,42,"B","10",1.101,"apple","","","2016_Nov_17_1227"
14,2,5,43,"C","0",0.927,"","strawberry","","2016_Nov_17_1227"
14,2,5,44,"A","10",0.852,"","pear","","2016_Nov_17_1227"
14,2,5,45,"X","0",0.88,"","orange","","2016_Nov_17_1227"
14,2,5,46,"C","0",1.606,"strawberry","","","2016_Nov_17_1227"
14,2,5,47,"B","10",1.081,"","apple","","2016_Nov_17_1227"
14,2,5,48,"X","0",1.193,"orange","","","2016_Nov_17_1227"
14,2,5,49,"Y","0",1.491,"","banana","","2016_Nov_17_1227"
14,2,5,50,"A","10",1.052,"pear","","","2016_Nov_17_1227"
14,2,6,51,"A","10",0.601,"pear","","","2016_Nov_17_1227"
14,2,6,52,"A","10",1.176,"","pear","","2016_Nov_17_1227"
14,2,6,53,"B","10",1.818,"","apple","","2016_Nov_17_1227"
14,2,6,54,"Y","0",4.246,"banana","","","2016_Nov_17_1227"
14,2,6,55,"X","0",1.007,"","orange","","2016_Nov_17_1227"
14,2,6,56,"B","10",3.02,"apple","","","2016_Nov_17_1227"
14,2,6,57,"X","0",1.005,"orange","","","2016_Nov_17_1227"
14,2,6,58,"Y","1",1.427,"","banana","","2016_Nov_17_1227"
14,2,6,59,"C","1",0.724,"strawberry","","","2016_Nov_17_1227"
14,2,6,60,"C","1",1.085,"","strawberry","","2016_Nov_17_1227"
14,4,1,1,"Y","6",5.57,"","banana","","2016_Nov_17_1227"
14,4,1,2,"B","10",1.377,"apple","","","2016_Nov_17_1227"
14,4,1,3,"A","10",0.57,"","pear","","2016_Nov_17_1227"
14,4,1,4,"X","6",1.099,"orange","","","2016_Nov_17_1227"
14,4,1,5,"C","0",1.099,"","strawberry","","2016_Nov_17_1227"
14,4,1,6,"B","10",1.465,"","apple","","2016_Nov_17_1227"
14,4,1,7,"C","1",1.477,"strawberry","","","2016_Nov_17_1227"
14,4,1,8,"X","6",2.897,"","orange","","2016_Nov_17_1227"
14,4,1,9,"A","10",0.927,"pear","","","2016_Nov_17_1227"
14,4,1,10,"Y","7",0.894,"banana","","","2016_Nov_17_1227"
14,4,2,11,"Y","6",0.927,"banana","","","2016_Nov_17_1227"
14,4,2,12,"X","6",1.194,"orange","","","2016_Nov_17_1227"
14,4,2,13,"Y","6",0.552,"","banana","","2016_Nov_17_1227"
14,4,2,14,"B","10",1.286,"apple","","","2016_Nov_17_1227"
14,4,2,15,"A","10",0.85,"pear","","","2016_Nov_17_1227"
14,4,2,16,"A","10",0.432,"","pear","","2016_Nov_17_1227"
14,4,2,17,"C","0",2.224,"","strawberry","","2016_Nov_17_1227"
14,4,2,18,"X","7",2.07,"","orange","","2016_Nov_17_1227"
14,4,2,19,"B","10",1.161,"","apple","","2016_Nov_17_1227"
14,4,2,20,"C","0",1.319,"strawberry","","","2016_Nov_17_1227"
14,4,3,21,"A","10",0.881,"","pear","","2016_Nov_17_1227"
14,4,3,22,"C","0",0.929,"strawberry","","","2016_Nov_17_1227"
14,4,3,23,"X","6",1.679,"","orange","","2016_Nov_17_1227"
14,4,3,24,"Y","6",0.677,"","banana","","2016_Nov_17_1227"
14,4,3,25,"B","10",1.849,"apple","","","2016_Nov_17_1227"
14,4,3,26,"A","10",1.742,"pear","","","2016_Nov_17_1227"
14,4,3,27,"X","6",1.193,"orange","","","2016_Nov_17_1227"
14,4,3,28,"C","0",1.115,"","strawberry","","2016_Nov_17_1227"
14,4,3,29,"B","10",2.541,"","apple","","2016_Nov_17_1227"
14,4,3,30,"Y","6",2.318,"banana","","","2016_Nov_17_1227"
14,4,4,31,"A","10",2.101,"pear","","","2016_Nov_17_1227"
14,4,4,32,"Y","6",1.055,"","banana","","2016_Nov_17_1227"
14,4,4,33,"Y","6",1.382,"banana","","","2016_Nov_17_1227"
14,4,4,34,"B","10",1.708,"","apple","","2016_Nov_17_1227"
14,4,4,35,"A","10",0.755,"","pear","","2016_Nov_17_1227"
14,4,4,36,"B","10",0.833,"apple","","","2016_Nov_17_1227"
14,4,4,37,"C","0",0.974,"strawberry","","","2016_Nov_17_1227"
14,4,4,38,"C","0",0.943,"","strawberry","","2016_Nov_17_1227"
14,4,4,39,"X","6",1.21,"","orange","","2016_Nov_17_1227"
14,4,4,40,"X","6",0.865,"orange","","","2016_Nov_17_1227"
14,4,5,41,"Y","6",0.489,"banana","","","2016_Nov_17_1227"
14,4,5,42,"A","10",0.88,"pear","","","2016_Nov_17_1227"
14,4,5,43,"C","0",1.161,"strawberry","","","2016_Nov_17_1227"
14,4,5,44,"X","0",0.911,"","orange","","2016_Nov_17_1227"
14,4,5,45,"Y","6",1.427,"","banana","","2016_Nov_17_1227"
14,4,5,46,"B","10",1.222,"apple","","","2016_Nov_17_1227"
14,4,5,47,"X","6",0.52,"orange","","","2016_Nov_17_1227"
14,4,5,48,"A","10",0.432,"","pear","","2016_Nov_17_1227"
14,4,5,49,"C","0",1.255,"","strawberry","","2016_Nov_17_1227"
14,4,5,50,"B","10",2.255,"","apple","","2016_Nov_17_1227"
14,4,6,51,"X","6",2.036,"orange","","","2016_Nov_17_1227"
14,4,6,52,"C","9",1.364,"strawberry","","","2016_Nov_17_1227"
14,4,6,53,"X","6",2.039,"","orange","","2016_Nov_17_1227"
14,4,6,54,"A","10",1.741,"pear","","","2016_Nov_17_1227"
14,4,6,55,"B","10",1.099,"apple","","","2016_Nov_17_1227"
14,4,6,56,"B","10",0.421,"","apple","","2016_Nov_17_1227"
14,4,6,57,"Y","6",0.881,"","banana","","2016_Nov_17_1227"
14,4,6,58,"Y","6",1.349,"banana","","","2016_Nov_17_1227"
14,4,6,59,"C","6",1.007,"","strawberry","","2016_Nov_17_1227"
14,4,6,60,"A","10",2.475,"","pear","","2016_Nov_17_1227"
15,2,1,1,"C","0",17.459,"","orange","","2016_Nov_17_1448"
15,2,1,2,"X","5",9.115,"","apple","","2016_Nov_17_1448"
15,2,1,3,"C","0",3.021,"orange","","","2016_Nov_17_1448"
15,2,1,4,"X","5",6.851,"apple","","","2016_Nov_17_1448"
15,2,1,5,"Y","0",3.755,"strawberry","","","2016_Nov_17_1448"
15,2,1,6,"B","10",3.802,"","banana","","2016_Nov_17_1448"
15,2,1,7,"A","10",0.927,"","pear","","2016_Nov_17_1448"
15,2,1,8,"B","10",1.411,"banana","","","2016_Nov_17_1448"
15,2,1,9,"A","10",1.302,"pear","","","2016_Nov_17_1448"
15,2,1,10,"Y","0",3.13,"","strawberry","","2016_Nov_17_1448"
15,2,2,11,"C","0",1.679,"orange","","","2016_Nov_17_1448"
15,2,2,12,"A","10",2.681,"pear","","","2016_Nov_17_1448"
15,2,2,13,"A","10",1.177,"","pear","","2016_Nov_17_1448"
15,2,2,14,"C","0",2.116,"","orange","","2016_Nov_17_1448"
15,2,2,15,"X","5",2.787,"apple","","","2016_Nov_17_1448"
15,2,2,16,"B","10",2.583,"banana","","","2016_Nov_17_1448"
15,2,2,17,"Y","0",2.224,"strawberry","","","2016_Nov_17_1448"
15,2,2,18,"Y","0",2.036,"","strawberry","","2016_Nov_17_1448"
15,2,2,19,"B","10",1.755,"","banana","","2016_Nov_17_1448"
15,2,2,20,"X","5",1.865,"","apple","","2016_Nov_17_1448"
15,2,3,21,"Y","0",1.427,"","strawberry","","2016_Nov_17_1448"
15,2,3,22,"C","0",1.146,"orange","","","2016_Nov_17_1448"
15,2,3,23,"X","5",2.036,"","apple","","2016_Nov_17_1448"
15,2,3,24,"A","10",1.896,"","pear","","2016_Nov_17_1448"
15,2,3,25,"A","10",2.179,"pear","","","2016_Nov_17_1448"
15,2,3,26,"C","0",1.882,"","orange","","2016_Nov_17_1448"
15,2,3,27,"B","10",8.708,"banana","","","2016_Nov_17_1448"
15,2,3,28,"X","5",2.068,"apple","","","2016_Nov_17_1448"
15,2,3,29,"B","10",2.272,"","banana","","2016_Nov_17_1448"
15,2,3,30,"Y","0",2.021,"strawberry","","","2016_Nov_17_1448"
15,2,4,31,"Y","0",0.864,"","strawberry","","2016_Nov_17_1448"
15,2,4,32,"Y","0",0.852,"strawberry","","","2016_Nov_17_1448"
15,2,4,33,"X","5",2.335,"","apple","","2016_Nov_17_1448"
15,2,4,34,"X","5",0.882,"apple","","","2016_Nov_17_1448"
15,2,4,35,"B","10",2.521,"banana","","","2016_Nov_17_1448"
15,2,4,36,"A","10",0.802,"pear","","","2016_Nov_17_1448"
15,2,4,37,"C","0",1.552,"orange","","","2016_Nov_17_1448"
15,2,4,38,"A","10",4.005,"","pear","","2016_Nov_17_1448"
15,2,4,39,"B","10",1.052,"","banana","","2016_Nov_17_1448"
15,2,4,40,"C","0",2.099,"","orange","","2016_Nov_17_1448"
15,2,5,41,"Y","0",0.648,"","strawberry","","2016_Nov_17_1448"
15,2,5,42,"B","10",2.023,"","banana","","2016_Nov_17_1448"
15,2,5,43,"X","5",1.505,"apple","","","2016_Nov_17_1448"
15,2,5,44,"C","0",2.521,"","orange","","2016_Nov_17_1448"
15,2,5,45,"Y","0",0.584,"strawberry","","","2016_Nov_17_1448"
15,2,5,46,"X","5",1.474,"","apple","","2016_Nov_17_1448"
15,2,5,47,"B","10",1.302,"banana","","","2016_Nov_17_1448"
15,2,5,48,"A","10",0.677,"","pear","","2016_Nov_17_1448"
15,2,5,49,"A","10",0.489,"pear","","","2016_Nov_17_1448"
15,2,5,50,"C","0",1.536,"orange","","","2016_Nov_17_1448"
15,2,6,51,"C","0",0.474,"","orange","","2016_Nov_17_1448"
15,2,6,52,"C","0",0.787,"orange","","","2016_Nov_17_1448"
15,2,6,53,"X","5",1.146,"apple","","","2016_Nov_17_1448"
15,2,6,54,"A","10",1.474,"","pear","","2016_Nov_17_1448"
15,2,6,55,"B","10",0.677,"","banana","","2016_Nov_17_1448"
15,2,6,56,"Y","0",1.411,"strawberry","","","2016_Nov_17_1448"
15,2,6,57,"X","5",1.38,"","apple","","2016_Nov_17_1448"
15,2,6,58,"A","10",1.146,"pear","","","2016_Nov_17_1448"
15,2,6,59,"B","10",0.786,"banana","","","2016_Nov_17_1448"
15,2,6,60,"Y","0",1.382,"","strawberry","","2016_Nov_17_1448"
15,4,1,1,"B","10",3.24,"","banana","","2016_Nov_17_1448"
15,4,1,2,"B","10",0.802,"banana","","","2016_Nov_17_1448"
15,4,1,3,"A","10",0.677,"pear","","","2016_Nov_17_1448"
15,4,1,4,"A","10",0.536,"","pear","","2016_Nov_17_1448"
15,4,1,5,"Y","0",2.382,"strawberry","","","2016_Nov_17_1448"
15,4,1,6,"X","10",1.88,"","apple","","2016_Nov_17_1448"
15,4,1,7,"C","0",1.255,"","orange","","2016_Nov_17_1448"
15,4,1,8,"X","10",1.804,"apple","","","2016_Nov_17_1448"
15,4,1,9,"C","0",1.115,"orange","","","2016_Nov_17_1448"
15,4,1,10,"Y","0",0.758,"","strawberry","","2016_Nov_17_1448"
15,4,2,11,"C","0",0.802,"","orange","","2016_Nov_17_1448"
15,4,2,12,"X","10",2.646,"apple","","","2016_Nov_17_1448"
15,4,2,13,"Y","0",1.364,"strawberry","","","2016_Nov_17_1448"
15,4,2,14,"Y","0",0.695,"","strawberry","","2016_Nov_17_1448"
15,4,2,15,"B","10",1.083,"","banana","","2016_Nov_17_1448"
15,4,2,16,"A","10",0.552,"pear","","","2016_Nov_17_1448"
15,4,2,17,"X","10",0.552,"","apple","","2016_Nov_17_1448"
15,4,2,18,"B","10",1.786,"banana","","","2016_Nov_17_1448"
15,4,2,19,"A","10",0.694,"","pear","","2016_Nov_17_1448"
15,4,2,20,"C","0",1.271,"orange","","","2016_Nov_17_1448"
15,4,3,21,"X","10",2.662,"","apple","","2016_Nov_17_1448"
15,4,3,22,"Y","0",1.476,"strawberry","","","2016_Nov_17_1448"
15,4,3,23,"C","0",0.507,"","orange","","2016_Nov_17_1448"
15,4,3,24,"X","10",1.865,"apple","","","2016_Nov_17_1448"
15,4,3,25,"C","0",1.255,"orange","","","2016_Nov_17_1448"
15,4,3,26,"Y","0",1.302,"","strawberry","","2016_Nov_17_1448"
15,4,3,27,"B","10",4.193,"banana","","","2016_Nov_17_1448"
15,4,3,28,"A","10",0.63,"pear","","","2016_Nov_17_1448"
15,4,3,29,"B","10",0.927,"","banana","","2016_Nov_17_1448"
15,4,3,30,"A","10",0.552,"","pear","","2016_Nov_17_1448"
15,4,4,31,"C","0",1.974,"orange","","","2016_Nov_17_1448"
15,4,4,32,"A","10",6.927,"pear","","","2016_Nov_17_1448"
15,4,4,33,"B","10",3.554,"","banana","","2016_Nov_17_1448"
15,4,4,34,"A","10",0.49,"","pear","","2016_Nov_17_1448"
15,4,4,35,"Y","0",2.057,"","strawberry","","2016_Nov_17_1448"
15,4,4,36,"X","10",1.523,"","apple","","2016_Nov_17_1448"
15,4,4,37,"C","0",1.583,"","orange","","2016_Nov_17_1448"
15,4,4,38,"Y","0",0.614,"strawberry","","","2016_Nov_17_1448"
15,4,4,39,"B","10",2.021,"banana","","","2016_Nov_17_1448"
15,4,4,40,"X","10",0.632,"apple","","","2016_Nov_17_1448"
15,4,5,41,"A","10",0.49,"","pear","","2016_Nov_17_1448"
15,4,5,42,"A","10",0.427,"pear","","","2016_Nov_17_1448"
15,4,5,43,"X","10",0.427,"apple","","","2016_Nov_17_1448"
15,4,5,44,"Y","10",0.427,"strawberry","","","2016_Nov_17_1448"
15,4,5,45,"B","10",0.679,"banana","","","2016_Nov_17_1448"
15,4,5,46,"Y","0",1.24,"","strawberry","","2016_Nov_17_1448"
15,4,5,47,"B","10",1.773,"","banana","","2016_Nov_17_1448"
15,4,5,48,"C","0",1.476,"","orange","","2016_Nov_17_1448"
15,4,5,49,"C","0",1.57,"orange","","","2016_Nov_17_1448"
15,4,5,50,"X","10",1.224,"","apple","","2016_Nov_17_1448"
15,4,6,51,"B","10",0.927,"banana","","","2016_Nov_17_1448"
15,4,6,52,"X","10",0.864,"","apple","","2016_Nov_17_1448"
15,4,6,53,"C","0",1.351,"orange","","","2016_Nov_17_1448"
15,4,6,54,"A","10",1.239,"","pear","","2016_Nov_17_1448"
15,4,6,55,"X","10",0.615,"apple","","","2016_Nov_17_1448"
15,4,6,56,"Y","0",1.289,"strawberry","","","2016_Nov_17_1448"
15,4,6,57,"C","0",2.255,"","orange","","2016_Nov_17_1448"
15,4,6,58,"Y","0",1.177,"","strawberry","","2016_Nov_17_1448"
15,4,6,59,"A","10",1.351,"pear","","","2016_Nov_17_1448"
15,4,6,60,"B","10",0.552,"","banana","","2016_Nov_17_1448"
16,2,1,1,"Y","2",10.008,"strawberry","","","2016_Nov_17_1349"
16,2,1,2,"A","10",6.304,"","banana","","2016_Nov_17_1349"
16,2,1,3,"C","2",6.88,"","orange","","2016_Nov_17_1349"
16,2,1,4,"Y","2",4.346,"","strawberry","","2016_Nov_17_1349"
16,2,1,5,"X","5",4.271,"pear","","","2016_Nov_17_1349"
16,2,1,6,"A","10",2.099,"banana","","","2016_Nov_17_1349"
16,2,1,7,"B","10",2.941,"","apple","","2016_Nov_17_1349"
16,2,1,8,"B","10",1.081,"apple","","","2016_Nov_17_1349"
16,2,1,9,"C","2",5.007,"orange","","","2016_Nov_17_1349"
16,2,1,10,"X","5",2.998,"","pear","","2016_Nov_17_1349"
16,2,2,11,"Y","2",2.47,"","strawberry","","2016_Nov_17_1349"
16,2,2,12,"Y","2",0.772,"strawberry","","","2016_Nov_17_1349"
16,2,2,13,"X","5",3.585,"","pear","","2016_Nov_17_1349"
16,2,2,14,"C","5",4.705,"","orange","","2016_Nov_17_1349"
16,2,2,15,"A","10",1.847,"banana","","","2016_Nov_17_1349"
16,2,2,16,"A","10",0.996,"","banana","","2016_Nov_17_1349"
16,2,2,17,"C","5",1.724,"orange","","","2016_Nov_17_1349"
16,2,2,18,"B","10",4.038,"apple","","","2016_Nov_17_1349"
16,2,2,19,"X","5",1.732,"pear","","","2016_Nov_17_1349"
16,2,2,20,"B","10",1.38,"","apple","","2016_Nov_17_1349"
16,2,3,21,"Y","2",3.539,"","strawberry","","2016_Nov_17_1349"
16,2,3,22,"B","10",4.621,"apple","","","2016_Nov_17_1349"
16,2,3,23,"B","10",2.16,"","apple","","2016_Nov_17_1349"
16,2,3,24,"A","10",0.792,"banana","","","2016_Nov_17_1349"
16,2,3,25,"C","5",1.724,"","orange","","2016_Nov_17_1349"
16,2,3,26,"C","5",1.029,"orange","","","2016_Nov_17_1349"
16,2,3,27,"A","10",1.599,"","banana","","2016_Nov_17_1349"
16,2,3,28,"Y","2",2.555,"strawberry","","","2016_Nov_17_1349"
16,2,3,29,"X","5",3.505,"pear","","","2016_Nov_17_1349"
16,2,3,30,"X","5",0.825,"","pear","","2016_Nov_17_1349"
16,2,4,31,"Y","2",2.599,"","strawberry","","2016_Nov_17_1349"
16,2,4,32,"B","10",2.568,"apple","","","2016_Nov_17_1349"
16,2,4,33,"A","10",0.734,"banana","","","2016_Nov_17_1349"
16,2,4,34,"X","5",2.178,"","pear","","2016_Nov_17_1349"
16,2,4,35,"C","2",8.44,"","orange","","2016_Nov_17_1349"
16,2,4,36,"A","10",2.859,"","banana","","2016_Nov_17_1349"
16,2,4,37,"B","10",0.775,"","apple","","2016_Nov_17_1349"
16,2,4,38,"X","5",1.622,"pear","","","2016_Nov_17_1349"
16,2,4,39,"C","5",2.721,"orange","","","2016_Nov_17_1349"
16,2,4,40,"Y","2",6.349,"strawberry","","","2016_Nov_17_1349"
16,2,5,41,"C","2",1.054,"orange","","","2016_Nov_17_1349"
16,2,5,42,"A","10",1.272,"banana","","","2016_Nov_17_1349"
16,2,5,43,"B","10",1.021,"","apple","","2016_Nov_17_1349"
16,2,5,44,"B","10",0.565,"apple","","","2016_Nov_17_1349"
16,2,5,45,"Y","2",2.208,"","strawberry","","2016_Nov_17_1349"
16,2,5,46,"C","2",7.364,"","orange","","2016_Nov_17_1349"
16,2,5,47,"X","5",7.699,"","pear","","2016_Nov_17_1349"
16,2,5,48,"Y","2",16.607,"strawberry","","","2016_Nov_17_1349"
16,2,5,49,"A","10",1.444,"","banana","","2016_Nov_17_1349"
16,2,5,50,"X","5",3.891,"pear","","","2016_Nov_17_1349"
16,2,6,51,"C","2",1.786,"orange","","","2016_Nov_17_1349"
16,2,6,52,"B","10",1.43,"apple","","","2016_Nov_17_1349"
16,2,6,53,"X","5",1.489,"","pear","","2016_Nov_17_1349"
16,2,6,54,"B","10",1.4,"","apple","","2016_Nov_17_1349"
16,2,6,55,"A","10",0.677,"","banana","","2016_Nov_17_1349"
16,2,6,56,"C","2",1.828,"","orange","","2016_Nov_17_1349"
16,2,6,57,"A","10",1.426,"banana","","","2016_Nov_17_1349"
16,2,6,58,"Y","2",1.802,"strawberry","","","2016_Nov_17_1349"
16,2,6,59,"Y","2",1.036,"","strawberry","","2016_Nov_17_1349"
16,2,6,60,"X","5",1.609,"pear","","","2016_Nov_17_1349"
16,4,1,1,"Y","2",8.784,"","strawberry","","2016_Nov_17_1349"
16,4,1,2,"B","10",2.833,"","apple","","2016_Nov_17_1349"
16,4,1,3,"C","2",2.005,"orange","","","2016_Nov_17_1349"
16,4,1,4,"X","10",2.491,"pear","","","2016_Nov_17_1349"
16,4,1,5,"C","2",1.897,"","orange","","2016_Nov_17_1349"
16,4,1,6,"X","10",1.434,"","pear","","2016_Nov_17_1349"
16,4,1,7,"B","10",0.754,"apple","","","2016_Nov_17_1349"
16,4,1,8,"Y","2",1.319,"strawberry","","","2016_Nov_17_1349"
16,4,1,9,"A","10",1.056,"","banana","","2016_Nov_17_1349"
16,4,1,10,"A","10",1.092,"banana","","","2016_Nov_17_1349"
16,4,2,11,"B","10",0.607,"","apple","","2016_Nov_17_1349"
16,4,2,12,"A","10",0.505,"","banana","","2016_Nov_17_1349"
16,4,2,13,"C","2",1.319,"orange","","","2016_Nov_17_1349"
16,4,2,14,"Y","2",1.633,"strawberry","","","2016_Nov_17_1349"
16,4,2,15,"A","10",5.146,"banana","","","2016_Nov_17_1349"
16,4,2,16,"X","10",0.927,"pear","","","2016_Nov_17_1349"
16,4,2,17,"B","10",0.614,"apple","","","2016_Nov_17_1349"
16,4,2,18,"C","2",1.46,"","orange","","2016_Nov_17_1349"
16,4,2,19,"Y","2",4.386,"","strawberry","","2016_Nov_17_1349"
16,4,2,20,"X","10",1.102,"","pear","","2016_Nov_17_1349"
16,4,3,21,"B","10",0.621,"apple","","","2016_Nov_17_1349"
16,4,3,22,"Y","2",1.88,"","strawberry","","2016_Nov_17_1349"
16,4,3,23,"A","10",1.45,"","banana","","2016_Nov_17_1349"
16,4,3,24,"X","10",2.952,"","pear","","2016_Nov_17_1349"
16,4,3,25,"X","10",0.583,"pear","","","2016_Nov_17_1349"
16,4,3,26,"B","10",0.512,"","apple","","2016_Nov_17_1349"
16,4,3,27,"C","2",1.286,"orange","","","2016_Nov_17_1349"
16,4,3,28,"Y","2",3.008,"strawberry","","","2016_Nov_17_1349"
16,4,3,29,"A","10",1.384,"banana","","","2016_Nov_17_1349"
16,4,3,30,"C","2",1.937,"","orange","","2016_Nov_17_1349"
16,4,4,31,"C","2",0.833,"orange","","","2016_Nov_17_1349"
16,4,4,32,"Y","2",0.835,"","strawberry","","2016_Nov_17_1349"
16,4,4,33,"B","10",1.295,"","apple","","2016_Nov_17_1349"
16,4,4,34,"X","10",1.036,"","pear","","2016_Nov_17_1349"
16,4,4,35,"B","10",0.584,"apple","","","2016_Nov_17_1349"
16,4,4,36,"A","10",0.552,"banana","","","2016_Nov_17_1349"
16,4,4,37,"A","10",0.522,"","banana","","2016_Nov_17_1349"
16,4,4,38,"Y","2",1.472,"strawberry","","","2016_Nov_17_1349"
16,4,4,39,"C","2",1.13,"","orange","","2016_Nov_17_1349"
16,4,4,40,"X","10",1.177,"pear","","","2016_Nov_17_1349"
16,4,5,41,"X","10",0.522,"pear","","","2016_Nov_17_1349"
16,4,5,42,"Y","2",1.396,"strawberry","","","2016_Nov_17_1349"
16,4,5,43,"C","2",3.791,"orange","","","2016_Nov_17_1349"
16,4,5,44,"A","10",1.215,"banana","","","2016_Nov_17_1349"
16,4,5,45,"B","10",0.558,"apple","","","2016_Nov_17_1349"
16,4,5,46,"B","10",0.65,"","apple","","2016_Nov_17_1349"
16,4,5,47,"Y","2",1.427,"","strawberry","","2016_Nov_17_1349"
16,4,5,48,"X","10",1.185,"","pear","","2016_Nov_17_1349"
16,4,5,49,"C","2",1.036,"","orange","","2016_Nov_17_1349"
16,4,5,50,"A","10",0.813,"","banana","","2016_Nov_17_1349"
16,4,6,51,"Y","2",1.319,"strawberry","","","2016_Nov_17_1349"
16,4,6,52,"C","2",0.977,"","orange","","2016_Nov_17_1349"
16,4,6,53,"Y","2",1.02,"","strawberry","","2016_Nov_17_1349"
16,4,6,54,"X","10",1.427,"","pear","","2016_Nov_17_1349"
16,4,6,55,"A","10",1.054,"banana","","","2016_Nov_17_1349"
16,4,6,56,"C","2",1.659,"orange","","","2016_Nov_17_1349"
16,4,6,57,"A","10",1.222,"","banana","","2016_Nov_17_1349"
16,4,6,58,"X","10",2.445,"pear","","","2016_Nov_17_1349"
16,4,6,59,"B","10",0.55,"apple","","","2016_Nov_17_1349"
16,4,6,60,"B","10",0.565,"","apple","","2016_Nov_17_1349"
17,2,1,1,"X","0",11.249,"","strawberry","","2016_Nov_17_1524"
17,2,1,2,"X","0",2.333,"strawberry","","","2016_Nov_17_1524"
17,2,1,3,"B","10",6.164,"","banana","","2016_Nov_17_1524"
17,2,1,4,"C","10",4.429,"apple","","","2016_Nov_17_1524"
17,2,1,5,"A","10",0.615,"orange","","","2016_Nov_17_1524"
17,2,1,6,"Y","0",1.588,"","pear","","2016_Nov_17_1524"
17,2,1,7,"A","10",0.883,"","orange","","2016_Nov_17_1524"
17,2,1,8,"B","10",2.257,"banana","","","2016_Nov_17_1524"
17,2,1,9,"C","10",2.411,"","apple","","2016_Nov_17_1524"
17,2,1,10,"Y","0",1.271,"pear","","","2016_Nov_17_1524"
17,2,2,11,"C","10",1.442,"apple","","","2016_Nov_17_1524"
17,2,2,12,"A","10",0.552,"orange","","","2016_Nov_17_1524"
17,2,2,13,"B","10",0.802,"","banana","","2016_Nov_17_1524"
17,2,2,14,"A","10",0.599,"","orange","","2016_Nov_17_1524"
17,2,2,15,"C","10",0.802,"","apple","","2016_Nov_17_1524"
17,2,2,16,"X","0",1.668,"","strawberry","","2016_Nov_17_1524"
17,2,2,17,"Y","0",2.208,"pear","","","2016_Nov_17_1524"
17,2,2,18,"Y","0",1.052,"","pear","","2016_Nov_17_1524"
17,2,2,19,"X","0",0.945,"strawberry","","","2016_Nov_17_1524"
17,2,2,20,"B","10",1.458,"banana","","","2016_Nov_17_1524"
17,2,3,21,"Y","0",1.634,"","pear","","2016_Nov_17_1524"
17,2,3,22,"Y","0",1.398,"pear","","","2016_Nov_17_1524"
17,2,3,23,"B","10",2.49,"banana","","","2016_Nov_17_1524"
17,2,3,24,"B","10",0.927,"","banana","","2016_Nov_17_1524"
17,2,3,25,"A","10",0.989,"orange","","","2016_Nov_17_1524"
17,2,3,26,"C","10",0.913,"apple","","","2016_Nov_17_1524"
17,2,3,27,"X","0",2.492,"strawberry","","","2016_Nov_17_1524"
17,2,3,28,"C","10",4.427,"","apple","","2016_Nov_17_1524"
17,2,3,29,"A","10",0.614,"","orange","","2016_Nov_17_1524"
17,2,3,30,"X","0",1.083,"","strawberry","","2016_Nov_17_1524"
17,2,4,31,"X","0",0.679,"","strawberry","","2016_Nov_17_1524"
17,2,4,32,"C","10",1.411,"apple","","","2016_Nov_17_1524"
17,2,4,33,"Y","0",1.333,"","pear","","2016_Nov_17_1524"
17,2,4,34,"A","10",1.772,"orange","","","2016_Nov_17_1524"
17,2,4,35,"A","10",0.74,"","orange","","2016_Nov_17_1524"
17,2,4,36,"C","10",0.924,"","apple","","2016_Nov_17_1524"
17,2,4,37,"B","10",0.552,"","banana","","2016_Nov_17_1524"
17,2,4,38,"X","0",1.208,"strawberry","","","2016_Nov_17_1524"
17,2,4,39,"Y","0",1.717,"pear","","","2016_Nov_17_1524"
17,2,4,40,"B","10",1.271,"banana","","","2016_Nov_17_1524"
